task,latency,resource,observation,reward,cost,workload,conf
21,7.227,44.0,1.98;0.73;0.65;1.15;0.41;1.01;0.85;0.83;0.02;4.87;5.32;1.63;6.24;8.27;6.3;0.93;14.09;0.62;44.0;10;7.227,0.5,0,10,4;2;4;1;90;500;5;1;2;-1;0.5;100;4;3;3;1;4;1;1;6;416;3;1;2;3;256;128;1.6;2;1
22,7.691,48.0,1.34;0.49;0.66;1.9;0.81;1.1;0.85;0.54;0.02;4.92;3.77;2.15;6.44;6.58;5.84;0.92;6.92;1.12;48.0;10;7.691,0.5,0,10,4;2;4;2;100;600;6;2;2;-1;0.5;90;3;3;3;1;3;1;2;5;288;3;1;3;3;256;160;1.1;1;1
23,58.303,45.0,1.09;0.38;0.32;2.04;0.74;1.48;0.51;0.83;0.01;4.95;4.02;2.23;5.29;8.0;6.64;1.46;7.56;1.42;45.0;10;58.303,2.6,0,10,4;3;4;2;90;600;5;1;1;0;0.7;90;4;3;2;1;3;1;2;6;288;2;1;2;2;256;192;1.6;1;1
24,8.035,46.0,1.45;0.4;0.56;1.5;0.61;1.6;0.82;1.05;0.03;4.93;4.3;2.17;6.49;9.68;8.09;2.4;7.13;0.88;46.0;10;8.035,1.0,0,10,4;3;4;3;80;500;6;1;2;0;0.5;100;4;2;2;1;2;1;1;5;160;1;1;3;1;256;160;1.1;2;2
25,12.055,43.0,1.11;0.23;0.63;1.5;0.6;1.19;1.04;0.82;0.03;3.72;5.22;2.76;7.17;8.2;8.35;2.44;5.51;1.11;43.0;10;12.055,2.6,0,10,3;3;4;3;90;500;7;1;1;-1;0.7;100;3;2;3;1;3;1;1;6;32;2;1;4;1;256;192;1.1;1;3
26,79.551,45.0,1.44;0.23;0.75;0.94;0.52;0.99;1.0;1.56;0.02;4.93;6.22;2.87;10.5;8.45;5.49;1.24;5.62;1.45;45.0;10;79.551,0.5,0,10,4;3;3;3;80;600;7;1;1;-1;0.5;100;3;1;2;2;4;2;1;7;32;3;1;3;1;256;160;1.6;1;2
27,88.895,44.0,1.67;0.23;0.79;1.59;0.41;0.57;0.74;1.23;0.02;5.46;7.19;2.87;5.43;8.55;4.84;0.9;8.69;1.52;44.0;10;88.895,1.2,0,10,3;2;3;3;80;500;6;1;1;-1;0.5;100;4;1;3;1;4;3;1;7;32;4;1;2;2;256;192;2.1;1;1
28,13.631,52.0,1.46;0.3;0.66;0.82;0.76;0.42;1.0;1.06;0.02;6.56;5.35;2.92;7.74;6.85;4.85;0.95;15.28;1.03;52.0;10;13.631,1.0,0,10,2;3;4;3;70;600;7;1;1;-1;0.7;90;4;2;3;1;4;3;2;8;32;3;1;1;3;256;224;1.6;2;2
29,53.951,46.0,1.43;0.32;0.48;1.16;0.69;0.39;0.85;1.09;0.02;8.57;4.66;2.32;6.34;5.77;4.72;1.23;19.33;0.62;46.0;10;53.951,4.7,0,10,3;2;3;2;60;700;8;2;1;-2;0.5;90;4;3;2;2;3;3;1;8;32;2;1;1;2;256;256;2.1;3;1
30,56.607,41.0,1.67;0.36;0.6;2.1;0.38;0.47;0.23;1.04;0.01;5.72;5.35;1.6;6.3;11.73;7.58;1.21;14.42;0.62;41.0;10;56.607,4.0,0,10,4;2;4;2;50;600;9;1;1;-3;0.5;100;3;3;1;3;2;2;1;9;160;3;1;1;3;288;224;1.6;2;1
31,9.167,36.0,2.51;0.45;0.57;2.05;0.29;0.99;0.67;1.01;0.02;5.41;3.69;2.81;8.02;15.59;13.0;1.26;16.2;0.61;36.0;10;9.167,4.5,0,10,3;1;4;3;50;700;10;1;2;-4;0.7;90;4;2;1;2;1;1;1;10;32;2;1;1;3;320;224;1.1;3;1
0,7.527,75.0,0.0;0.05;0.42;1.97;0.0;0.0;0.0;0.36;0.02;6.44;0.77;0.76;5.35;6.58;6.39;1.68;0.51;0.48;75.0;10;7.527,1.0,0,10,3;3;3;3;100;500;7;3;3;0;0.5;60;3;3;3;3;3;3;4;4;128;3;1;3;3;128;128;2.0;3;3
1,7.647,62.0,1.05;0.15;0.48;1.53;0.14;0.42;0.75;0.82;0.02;5.11;8.27;1.2;10.36;5.77;6.56;1.56;6.27;0.59;62.0;10;7.647,9.6,0,10,4;2;2;3;100;400;6;3;3;0;0.5;60;2;2;4;3;3;3;5;3;256;4;1;2;2;256;160;1.5;2;3
4,7.331,63.0,1.73;0.28;0.68;0.86;0.27;0.48;1.22;0.82;0.02;4.8;7.98;0.85;15.76;5.6;8.05;0.89;9.45;0.61;63.0;10;7.331,2.6,0,10,4;2;4;3;100;300;5;4;3;1;0.9;80;2;1;3;2;2;3;2;4;384;4;1;2;2;256;160;1.1;3;3
5,7.251,36.0,2.04;0.31;0.58;4.15;0.43;0.42;0.8;0.82;0.02;4.82;6.16;0.83;8.88;7.46;8.2;0.69;12.68;0.62;36.0;10;7.251,11,0,10,4;1;3;2;100;200;4;3;2;2;1.1;80;3;1;2;1;2;3;1;3;256;4;1;1;1;256;128;1.1;2;2
6,62.207,30.0,2.94;0.25;0.81;1.43;0.85;0.47;0.69;0.57;0.02;4.79;9.22;1.1;5.16;14.7;8.46;0.85;13.21;1.09;30.0;10;62.207,4.7,0,10,4;1;2;3;100;200;3;2;1;3;1.3;90;4;1;1;1;3;2;1;2;128;3;1;1;2;288;160;1.6;1;2
7,61.375,28.0,4.05;0.18;0.65;0.78;0.5;0.88;0.43;1.09;0.03;4.83;8.83;1.35;7.58;13.66;4.63;1.32;19.42;1.36;28.0;10;61.375,2.4,0,10,4;1;3;3;90;100;2;2;1;4;1.1;90;4;1;1;2;2;1;2;3;256;2;1;1;1;320;128;2.1;1;2
8,7.127,25.0,3.97;0.29;0.51;0.99;0.41;0.96;1.03;1.58;0.02;4.84;8.41;1.85;9.38;19.44;9.64;1.7;14.84;1.47;25.0;10;7.127,3.1,0,10,4;1;2;2;80;200;2;1;2;4;1.3;100;3;2;1;1;2;2;1;3;128;1;1;2;1;320;96;2.1;1;1
9,7.267,33.0,3.29;0.29;0.26;1.45;0.48;0.48;1.1;0.83;0.03;4.8;7.37;1.94;8.28;19.42;7.81;2.84;9.37;1.37;33.0;10;7.267,0.5,0,10,4;1;3;3;90;100;3;2;3;5;1.3;90;2;1;1;2;2;3;1;4;256;1;1;2;1;320;96;1.6;1;1
10,7.259,32.0,2.1;0.34;0.35;0.74;0.4;0.36;0.67;0.8;0.02;5.91;5.74;1.29;13.06;19.55;7.93;2.1;9.96;1.5;32.0;10;7.259,1.7,0,10,3;1;3;2;80;200;4;2;2;5;1.5;100;3;1;1;2;3;3;1;3;384;2;1;1;2;320;96;1.6;1;1
11,9.359,40.0,3.12;0.28;0.65;0.73;0.45;0.62;0.49;0.84;0.02;8.46;4.97;1.25;10.39;19.17;6.32;1.19;18.72;1.46;40.0;10;9.359,0.5,0,10,2;1;4;3;90;300;3;3;2;4;1.7;90;3;2;1;1;3;2;1;2;256;2;1;1;3;320;128;1.6;1;2
12,7.587,38.0,1.49;0.24;0.66;0.69;0.69;0.42;0.64;0.82;0.02;7.47;4.3;1.24;9.5;14.84;8.42;2.03;14.18;1.45;38.0;10;7.587,2.4,0,10,3;2;4;2;80;400;2;2;2;3;1.5;80;4;1;2;1;2;3;1;3;128;1;1;2;3;288;96;2.1;1;1
13,7.599,47.0,1.52;0.27;0.52;2.23;0.71;0.57;0.99;0.82;0.02;4.98;4.29;1.13;4.97;10.02;6.33;2.73;11.18;1.59;47.0;10;7.599,0.5,0,10,3;2;4;3;70;400;1;3;3;2;1.3;70;4;1;2;1;3;3;1;4;256;1;1;1;3;256;128;1.6;1;1
14,9.399,55.0,1.61;0.17;0.46;1.75;0.54;0.47;0.14;0.82;0.02;4.99;5.23;0.91;7.93;7.51;7.8;3.06;14.07;1.18;55.0;10;9.399,0.5,0,10,3;2;4;3;80;300;2;4;2;1;1.1;80;4;2;3;2;2;3;2;4;384;1;1;2;3;256;96;1.1;2;1
15,24.847,39.0,1.51;0.14;0.51;1.98;0.26;0.39;0.85;0.83;0.02;3.88;5.97;0.73;9.41;5.23;14.31;2.67;9.42;1.14;39.0;10;24.847,10.5,0,10,4;2;3;2;90;400;2;4;1;0;0.9;90;3;1;3;2;1;3;2;3;256;2;1;2;3;256;64;1.1;1;1
16,79.231,32.0,2.59;0.33;0.34;1.1;0.32;0.37;0.84;0.99;0.02;4.86;4.97;0.82;9.25;5.87;19.47;1.53;14.45;1.38;32.0;10;79.231,5.4,0,10,4;1;4;2;80;500;2;3;1;0;1.1;80;4;1;4;1;1;2;3;4;384;3;1;1;3;256;64;1.1;1;1
17,7.555,37.0,2.98;0.31;0.67;1.74;1.12;0.88;0.83;0.87;0.02;5.13;5.21;1.3;7.69;2.94;19.35;1.18;19.45;1.04;37.0;10;7.555,1.0,0,10,4;1;4;3;70;600;3;2;2;1;0.9;80;4;1;3;1;1;1;2;5;512;4;1;1;3;256;64;1.1;2;1
18,7.327,46.0,2.13;0.27;0.43;1.33;0.73;1.5;0.5;0.61;0.02;3.31;6.26;1.33;7.63;6.38;14.71;1.02;15.95;0.6;46.0;10;7.327,1.0,0,10,4;2;3;3;80;700;4;2;3;0;0.9;90;4;2;3;1;2;1;3;5;640;4;1;1;3;256;96;1.1;3;1
19,7.707,46.0,1.65;0.22;0.43;0.7;0.65;0.4;1.02;0.75;0.02;4.79;7.08;2.08;7.68;5.63;10.09;1.02;15.72;0.68;46.0;10;7.707,0.5,0,10,4;2;3;2;70;600;5;1;3;0;0.9;100;4;3;4;1;2;2;2;6;512;4;1;1;3;256;128;1.6;2;1
20,7.647,52.0,1.47;0.52;0.46;2.54;0.29;0.54;0.86;0.72;0.02;4.81;6.78;2.12;5.3;5.96;8.37;0.84;18.83;0.63;52.0;10;7.647,1.0,0,10,4;2;4;1;70;500;6;2;3;0;0.7;100;4;3;3;2;3;2;1;5;640;4;1;1;3;288;96;2.1;3;1
21,7.155,50.0,0.89;0.41;0.5;2.08;0.34;0.76;0.46;0.77;0.02;4.78;5.32;2.41;7.95;5.96;5.99;0.85;14.15;0.63;50.0;10;7.155,2.4,0,10,4;3;4;1;80;500;5;1;3;1;0.7;100;4;3;4;1;4;1;1;6;640;3;1;2;3;256;128;2.1;2;1
22,7.431,50.0,1.1;0.37;0.63;2.93;0.38;0.68;0.73;0.83;0.02;4.8;5.28;2.2;7.72;5.22;5.81;1.27;7.8;1.19;50.0;10;7.431,0.5,0,10,4;2;4;2;90;600;6;2;3;1;0.7;90;3;3;4;1;3;1;2;5;512;2;1;3;3;256;160;1.6;1;1
23,10.063,44.0,0.94;0.29;0.6;1.46;0.81;0.79;0.56;0.71;0.02;4.8;5.3;1.71;9.23;5.68;6.61;2.81;7.83;1.57;44.0;10;10.063,4.7,0,10,4;3;4;1;80;700;5;1;2;2;0.9;90;4;3;3;1;3;1;2;6;512;1;1;2;3;256;192;2.1;1;1
24,9.983,47.0,1.05;0.35;0.36;0.74;0.67;1.13;0.9;0.86;0.02;4.78;3.81;2.53;7.79;6.45;8.18;2.56;8.25;1.08;47.0;10;9.983,1.0,0,10,4;3;4;2;70;600;6;1;3;2;0.7;100;4;2;3;1;2;1;1;5;384;1;1;3;2;256;160;1.6;2;2
25,8.027,48.0,1.14;0.29;0.47;2.86;0.7;1.51;1.11;0.82;0.02;4.72;5.24;2.61;7.83;5.68;8.23;2.06;5.88;1.21;48.0;10;8.027,1.0,0,10,3;3;4;3;80;600;7;1;2;1;0.9;100;3;3;4;1;3;1;1;6;256;2;1;4;1;288;192;1.6;1;3
26,35.103,51.0,0.25;0.0;0.2;2.49;0.0;0.08;0.91;1.51;0.02;3.31;5.87;2.09;10.87;6.36;3.6;1.03;4.82;1.42;51.0;10;35.103,0.5,0,10,4;3;3;3;70;700;7;1;1;1;0.7;100;3;2;3;2;4;2;1;7;256;3;1;4;1;256;160;2.1;1;2
27,74.815,45.0,1.85;0.26;0.54;8.09;0.53;0.72;0.91;1.4;0.02;5.39;8.72;2.39;10.06;6.24;3.83;1.03;4.31;1.21;45.0;10;74.815,4.7,0,10,3;2;2;3;70;600;6;2;1;1;0.7;100;4;1;4;1;4;3;1;7;128;3;1;3;2;256;192;2.6;2;1
28,7.959,58.0,1.56;0.22;0.75;8.34;0.74;0.6;0.88;1.03;0.02;6.49;8.87;1.45;7.74;4.91;4.11;1.34;8.32;0.6;58.0;10;7.959,1.0,0,10,3;3;3;3;60;700;7;2;1;1;0.9;90;4;2;4;1;4;3;2;8;128;2;1;2;3;288;224;2.1;3;2
29,44.639,49.0,1.17;0.33;0.73;4.21;0.07;0.76;1.0;0.72;0.02;5.88;8.54;1.19;6.14;3.86;4.61;2.55;9.47;0.44;49.0;10;44.639,6.8,0,10,4;2;2;2;50;800;8;3;1;0;0.7;90;4;2;3;2;3;3;2;7;32;1;1;2;3;288;256;2.6;4;1
30,85.055,37.0,1.9;0.25;0.52;2.81;0.3;0.59;1.02;1.09;0.02;5.08;7.0;0.76;6.77;8.18;9.74;2.42;19.04;0.49;37.0;10;85.055,8.9,0,10,4;2;3;2;40;800;9;3;1;-1;0.5;100;3;1;2;3;2;2;2;7;160;1;1;1;3;320;224;2.1;3;1
31,7.431,33.0,0.09;0.02;0.28;0.8;0.03;0.07;0.13;0.86;0.02;6.25;6.98;1.41;7.37;9.52;19.7;3.56;14.78;0.36;33.0;10;7.431,3.8,0,10,3;1;3;3;40;900;10;2;2;-2;0.7;100;4;1;2;2;1;1;2;8;32;1;1;1;3;352;224;1.6;4;1
32,8.207,39.0,2.88;0.45;0.33;1.23;0.24;0.5;0.65;0.73;0.02;3.62;4.55;2.52;4.15;7.49;19.48;3.11;18.35;0.36;39.0;10;8.207,0.5,0,10,3;1;4;3;50;800;11;1;3;-3;0.5;100;4;1;2;2;1;2;1;8;32;1;1;1;2;384;224;1.6;4;2
33,7.883,37.0,1.95;0.28;0.43;0.68;0.33;0.48;0.97;0.73;0.02;6.37;4.29;2.9;8.88;8.29;20.13;2.98;13.13;0.37;37.0;10;7.883,2.4,0,10,3;2;4;2;60;900;12;1;3;-2;0.7;100;3;1;1;3;1;3;2;7;160;1;1;2;3;352;256;2.1;4;1
34,10.983,50.0,1.24;0.52;0.39;0.66;0.36;0.46;1.14;0.7;0.02;4.77;3.39;2.85;13.14;12.72;16.16;2.13;7.69;0.45;50.0;10;10.983,0.5,0,10,4;3;4;3;60;1000;12;1;3;-2;0.9;90;2;1;2;3;1;3;3;7;32;2;1;2;2;320;256;2.6;3;2
35,7.375,53.0,1.19;0.33;0.45;1.07;0.25;0.54;0.96;0.95;0.02;4.74;5.94;2.81;9.58;7.96;18.93;1.62;14.04;0.48;53.0;10;7.375,1.0,0,10,4;3;3;2;70;900;13;1;3;-3;1.1;100;3;2;3;3;1;3;2;8;32;3;1;1;2;352;288;2.1;3;3
36,7.631,51.0,1.19;0.21;0.3;1.84;0.1;0.27;0.55;0.82;0.02;3.06;5.03;2.37;7.43;5.76;13.0;1.73;18.76;0.44;51.0;10;7.631,1.9,0,10,3;3;4;3;70;1000;14;1;3;-4;1.3;90;2;1;4;2;2;3;2;8;160;2;1;1;1;320;256;2.1;4;2
37,7.647,61.0,0.93;0.26;0.23;1.04;0.24;0.47;0.92;0.92;0.02;10.0;5.25;2.82;7.62;4.02;6.31;1.11;18.38;0.49;61.0;10;7.647,0.5,0,10,2;3;4;3;60;900;14;1;3;-5;1.5;100;3;2;4;3;3;3;2;7;160;3;1;1;1;320;288;2.6;3;3
38,7.375,41.0,0.88;0.21;0.29;2.5;0.23;0.43;0.58;0.84;0.02;8.42;5.97;2.28;8.01;5.47;7.88;1.07;14.08;0.56;41.0;10;7.375,11,0,10,3;3;3;2;70;1000;15;1;3;-4;1.7;90;2;1;3;2;2;3;1;7;32;3;1;2;1;352;320;2.6;2;2
39,7.655,36.0,1.46;0.48;0.51;0.72;0.54;0.72;0.88;0.83;0.02;5.99;8.25;3.02;11.75;6.44;12.35;0.91;7.35;0.65;36.0;10;7.655,4.0,0,10,4;2;2;1;80;900;16;1;2;-4;1.5;80;3;2;3;1;1;2;2;8;160;4;1;3;2;320;352;2.1;3;1
40,96.703,43.0,0.91;0.46;0.64;0.5;0.72;0.75;0.57;0.79;0.02;5.0;8.31;2.58;7.2;5.97;13.62;0.82;4.3;0.41;43.0;10;96.703,0.5,0,10,4;3;3;2;90;800;17;2;1;-5;1.7;90;2;1;4;1;1;1;1;7;32;4;1;4;1;352;320;2.1;4;2
41,8.111,39.0,1.09;0.46;0.66;4.99;0.69;1.26;0.94;1.14;0.02;5.52;6.84;1.24;8.56;5.63;7.5;0.82;4.83;0.37;39.0;10;8.111,3.8,0,10,3;2;4;1;100;800;18;3;2;-6;1.9;80;1;1;3;1;2;2;1;8;32;3;1;4;2;320;288;1.6;4;1
42,7.447,52.0,0.85;0.0;0.49;2.2;0.76;1.03;1.28;0.76;0.03;8.3;6.04;0.8;16.88;6.7;8.27;0.82;4.08;0.4;52.0;10;7.447,1.0,0,10,2;3;3;1;90;800;19;4;3;-6;2.1;70;2;2;3;1;3;2;1;8;160;4;1;3;2;320;320;1.6;4;2
43,7.235,59.0,0.96;0.29;0.47;3.65;0.29;0.43;0.61;0.82;0.02;9.01;5.92;0.84;10.32;8.53;5.69;0.73;8.29;0.37;59.0;10;7.235,1.0,0,10,3;2;4;2;100;700;20;3;3;-6;2.3;60;1;2;2;2;4;2;1;8;32;4;1;2;3;320;288;1.1;4;3
44,15.327,52.0,0.96;0.64;0.55;3.16;0.64;1.47;1.08;0.82;0.03;6.36;5.38;0.92;17.7;6.54;6.48;0.71;6.21;0.39;52.0;10;15.327,5.4,0,10,3;3;4;1;100;800;21;3;3;-5;2.5;70;1;3;3;1;3;1;1;7;32;4;1;3;3;320;256;1.1;4;2
45,7.639,54.0,1.39;0.48;0.52;0.8;0.7;1.14;0.82;0.94;0.02;5.68;6.22;0.87;20.95;6.36;2.78;0.7;7.98;0.39;54.0;10;7.639,1.0,0,10,4;3;3;1;100;800;21;3;3;-4;2.7;80;2;2;4;1;2;2;1;8;32;4;1;2;3;288;224;1.1;4;2
46,7.707,40.0,1.05;0.38;0.61;3.47;0.78;1.05;0.85;0.87;0.02;5.59;9.43;0.87;12.89;5.79;7.07;0.83;12.42;0.41;40.0;10;7.707,10.3,0,10,3;3;2;2;90;700;21;4;3;-3;2.9;70;1;1;3;1;1;1;2;7;160;4;1;1;3;288;256;1.1;3;1
47,7.643,46.0,0.94;0.36;0.41;0.66;0.51;1.15;0.78;0.82;0.01;5.57;8.88;0.82;20.28;5.38;17.78;0.99;18.85;0.46;46.0;10;7.643,1.0,0,10,4;3;1;3;100;700;22;3;2;-4;3.1;60;2;2;4;2;1;2;2;8;32;4;1;1;3;320;256;1.1;4;1
48,7.567,34.0,0.15;0.03;0.55;0.67;0.0;0.32;0.27;0.82;0.02;5.61;21.12;1.27;13.77;4.93;19.56;0.84;18.89;0.45;34.0;10;7.567,9.4,0,10,3;3;1;2;100;600;23;2;3;-3;3.1;50;3;1;4;1;1;1;2;8;32;4;1;1;2;320;256;1.1;3;1
49,7.591,41.0,1.01;0.4;0.69;4.02;0.66;0.78;0.91;0.82;0.02;5.72;13.32;1.24;5.61;5.63;19.8;0.91;14.23;0.49;41.0;10;7.591,0.5,0,10,4;3;1;3;100;700;23;3;2;-2;3.3;60;2;1;3;1;1;1;2;8;160;4;1;2;2;352;288;1.6;3;2
50,8.391,57.0,1.34;0.16;0.52;0.71;0.24;0.67;0.45;0.83;0.02;4.73;16.49;0.81;11.82;8.59;21.57;0.93;7.54;0.49;57.0;10;8.391,0.5,0,10,4;2;2;2;90;800;24;4;3;-2;3.5;60;3;2;2;2;1;1;2;9;288;4;1;3;3;320;256;1.1;3;3
51,7.315,53.0,1.64;0.32;0.49;0.93;0.22;1.3;0.86;0.73;0.02;4.78;9.79;0.74;6.94;15.29;15.57;1.05;5.31;0.59;53.0;10;7.315,3.8,0,10,4;1;3;1;100;700;25;4;3;-2;3.7;70;4;3;1;3;2;1;3;10;160;4;1;3;3;320;224;1.1;2;2
52,9.647,53.0,1.96;0.71;0.44;0.71;0.17;1.52;0.55;0.72;0.03;4.6;4.02;0.74;7.74;15.43;14.4;1.15;6.24;1.05;53.0;10;9.647,0.5,0,10,4;2;4;1;100;800;24;4;3;-1;3.5;60;4;2;2;2;1;1;3;11;160;4;1;3;3;352;256;1.1;1;3
53,7.875,48.0,1.33;0.76;0.47;1.34;0.31;1.0;1.02;0.67;0.02;4.92;2.81;0.85;5.9;8.09;13.09;1.52;5.76;1.37;48.0;10;7.875,4.5,0,10,4;2;4;1;100;900;23;3;3;0;3.7;50;4;1;3;3;2;2;4;12;288;3;1;2;2;320;224;1.6;1;3
54,8.559,48.0,1.1;0.8;0.67;2.28;0.38;0.98;0.99;0.84;0.02;5.81;2.95;0.87;8.12;6.48;12.81;1.77;15.02;1.12;48.0;10;8.559,0.5,0,10,3;3;3;1;100;800;23;4;2;1;3.9;40;4;2;3;3;1;1;4;11;160;3;1;1;3;320;224;1.6;2;2
55,24.495,48.0,0.93;0.81;0.51;2.36;0.13;0.6;0.6;0.83;0.02;5.62;5.97;0.73;8.74;5.89;20.67;1.61;14.14;0.98;48.0;10;24.495,0.5,0,10,4;3;2;2;90;900;22;4;1;2;3.9;30;3;1;4;3;1;2;4;11;288;4;1;2;3;352;224;1.6;1;1
56,11.127,57.0,1.49;0.31;0.79;4.4;0.29;1.2;1.03;1.12;0.02;4.79;8.36;0.74;5.11;4.77;20.28;1.45;11.33;0.98;57.0;10;11.127,1.0,0,10,4;3;3;3;80;900;22;4;2;3;4.0;20;2;2;4;3;1;1;4;12;288;4;1;1;3;320;256;1.1;2;2
57,7.167,55.0,0.95;0.29;0.57;5.34;0.49;1.48;1.06;0.84;0.02;4.88;7.01;0.68;11.77;3.56;15.32;1.38;18.95;0.66;55.0;10;7.167,2.4,0,10,4;3;3;2;90;800;21;4;3;2;3.8;30;1;2;4;3;2;1;3;11;160;3;1;1;3;320;224;1.6;3;1
58,7.547,39.0,0.79;0.48;0.62;1.16;0.26;0.82;0.7;0.67;0.02;5.59;8.45;0.73;23.9;4.34;14.72;1.11;13.27;0.45;39.0;10;7.547,10.5,0,10,3;3;2;1;100;900;22;4;2;1;4.0;20;2;1;3;2;1;1;3;12;288;3;1;2;2;320;192;1.6;4;1
59,41.407,36.0,1.33;0.73;0.75;6.71;0.36;1.09;1.03;0.83;0.02;6.4;6.12;0.71;9.84;6.39;10.23;1.18;8.1;0.45;36.0;10;41.407,2.6,0,10,3;2;2;1;100;1000;21;4;1;1;4.0;30;1;1;3;2;2;2;2;13;288;4;1;3;1;352;224;1.1;3;2
60,10.071,33.0,1.45;1.02;0.63;5.05;0.45;0.99;0.59;1.26;0.02;6.39;5.61;0.92;18.79;4.48;7.08;0.89;8.69;0.58;33.0;10;10.071,3.1,0,10,3;3;3;1;90;1000;20;3;2;2;4.0;40;2;1;4;1;1;1;1;14;160;4;1;2;1;320;192;1.6;2;1
61,10.951,30.0,1.13;0.66;0.53;2.98;0.56;0.77;0.26;0.81;0.02;8.29;8.68;1.32;8.87;2.88;20.09;0.93;15.98;0.89;30.0;10;10.951,2.6,0,10,2;3;2;1;100;1000;21;2;3;2;3.8;30;3;2;3;1;1;1;1;13;288;3;1;1;2;320;192;1.6;1;1
62,7.587,24.0,1.38;0.72;0.73;1.24;0.78;1.48;1.08;0.82;0.03;9.61;15.84;1.81;9.42;8.13;19.42;1.0;19.27;1.41;24.0;10;7.587,5.2,0,10,2;3;1;1;100;1000;22;1;2;1;3.8;40;4;1;2;1;1;1;2;13;416;4;1;1;2;320;224;1.1;1;2
63,7.447,23.0,1.16;0.3;0.36;1.31;0.45;0.57;0.53;0.79;0.02;10.37;21.34;2.33;7.92;14.54;19.43;0.88;14.53;1.55;23.0;10;7.447,1.7,0,10,2;2;1;2;90;1100;22;1;2;2;3.6;50;4;1;1;1;1;2;1;14;544;4;1;1;2;288;192;1.1;1;2
64,58.495,32.0,1.45;0.41;0.58;2.83;0.58;0.54;0.69;0.82;0.02;12.11;16.29;2.0;4.92;13.09;19.06;0.77;18.89;0.96;32.0;10;58.495,0.5,0,10,1;3;1;2;90;1200;23;2;2;1;3.8;50;4;1;2;2;1;3;1;15;672;4;1;1;2;256;192;1.1;2;3
65,16.343,38.0,1.02;0.24;0.68;1.39;0.42;0.42;0.88;0.82;0.02;18.86;20.92;2.13;7.72;6.61;19.34;0.88;18.93;0.74;38.0;10;16.343,1.0,0,10,1;3;1;1;80;1300;22;1;2;0;4.0;50;4;2;3;3;1;3;2;15;544;4;1;1;2;288;160;1.6;2;3
66,34.815,36.0,1.34;0.74;0.63;2.19;0.27;0.6;1.18;0.82;0.02;16.05;16.29;1.95;6.13;7.95;17.78;0.81;15.67;1.14;36.0;10;34.815,1.9,0,10,1;2;2;1;90;1200;23;2;3;1;3.8;40;4;2;2;3;1;3;1;15;672;4;1;2;1;288;128;2.1;1;3
67,7.447,37.0,1.59;0.72;0.39;4.87;0.16;0.49;0.34;0.81;0.02;16.46;16.3;1.49;5.06;9.8;19.02;0.79;9.39;1.49;37.0;10;7.447,1.0,0,10,2;1;1;1;100;1300;24;2;3;2;4.0;30;4;3;2;2;1;3;1;14;672;4;1;2;1;256;96;2.6;1;3
68,8.043,43.0,3.0;0.43;0.44;1.69;0.3;0.56;0.55;0.82;0.02;9.97;14.75;1.25;7.48;14.62;18.81;0.77;14.18;1.07;43.0;10;8.043,0.5,0,10,2;1;2;2;100;1400;23;3;3;1;3.8;20;4;3;1;3;1;2;1;15;800;4;1;1;1;256;96;2.6;2;3
69,35.359,38.0,2.0;0.28;0.49;2.28;0.31;0.61;0.71;0.82;0.02;15.74;10.61;1.22;6.0;17.06;19.33;0.78;14.08;1.17;38.0;10;35.359,4.0,0,10,1;2;2;3;100;1500;22;2;3;2;4.0;30;3;3;2;2;1;2;1;15;800;4;1;2;1;256;128;2.6;1;3
70,193.407,31.0,2.71;0.23;0.44;1.0;0.21;1.08;1.0;0.81;0.02;12.32;7.01;2.74;11.32;19.09;11.63;0.77;9.44;0.8;31.0;10;193.407,5.4,93.41,10,1;1;3;3;100;1400;21;1;3;3;4.0;20;2;2;1;3;1;1;1;15;672;4;1;2;1;256;128;2.1;2;2
71,36.063,32.0,1.74;0.29;0.51;3.24;0.35;0.96;0.83;0.56;0.02;19.48;7.21;2.86;10.01;14.08;13.01;0.86;7.37;1.0;32.0;10;36.063,1.0,0,10,1;2;3;2;100;1400;21;1;2;2;4.0;10;1;3;2;2;2;2;2;15;544;4;1;3;2;256;96;1.6;1;1
72,3.433,31.0,1.37;0.23;0.76;4.14;0.39;0.47;0.41;0.83;0.04;13.56;6.21;2.71;20.97;9.53;15.61;1.15;6.28;1.07;31.0;10;3.433,1.7,0,10,1;1;4;2;90;1300;21;2;1;2;4.0;10;1;2;2;2;1;3;2;16;416;3;1;3;2;256;96;2.1;2;1
73,91.903,22.0,0.07;0.73;0.33;2.34;0.68;0.47;0.98;0.82;0.02;9.1;5.38;2.25;20.7;7.43;20.0;1.86;7.37;0.56;22.0;10;91.903,6.8,0,10,2;1;4;1;100;1200;22;1;1;1;4.0;10;2;2;1;1;1;3;3;17;544;2;1;2;1;256;96;2.6;3;1
74,7.799,28.0,3.07;0.66;0.89;7.91;0.56;0.48;1.26;1.2;0.03;6.89;3.93;2.84;12.23;13.41;19.23;1.65;9.88;0.67;28.0;10;7.799,1.0,0,10,2;2;4;2;100;1100;21;1;2;0;4.0;10;1;2;1;2;1;3;4;18;672;3;1;2;1;256;96;3.1;2;1
